编号,名称,描述,介绍,特性,属性,总种族值,生命,物攻,魔攻,物防,魔防,速度,阶段,进化等级,进化方式,身高,体重,蛋组,性别比例,进化链,有地区形态,有首领形态,有异色形态
411,珀尔鼬,鼬精灵,从慌慌张张的小学徒长成了真正的大管家，举手投足都透着从容，泡泡会落在需要清洁的地方，它对自己负责的空间有极强的领地意识，不许其他精灵把打扫好的地方弄乱。,迎宾-自己或其他精灵离场时，更换入场的精灵获得萌化。,萌,559,117,51,105,69,117,100,2,36,,0.71-1.01,10.3-17.1,动物组-妖精组,雄性 50% / 雌性 50%,点点进化链,否,否,否
412,不咕钟,咕咕精灵,曾因机械禁令而被囚禁，胆怯已经刻进了这个种群的本能。遇到危险时它们会加速或减慢表盘指针转动，副作用是局部时间流速短暂错乱。曾有守卫追赶一只不咕钟，自觉只跑了十几秒，抬头发现已经是黄昏。,整点报时-每场战斗1次，回合结束时，若自己累计消耗的能量恰好为12，则回满能量和生命。,机械-幻,430,68,67,68,58,93,76,1,0,,0.23-0.35,1.53-3.04,天空组-机械组,雄性 50% / 雌性 50%,不咕钟进化链,否,否,否
413,溯源钟,报时精灵,飞起来时摇摇晃晃的，翅膀会发出“嘎吱”声，像是旧手工造物，实际拥有少量扭转时间的能量，会边发出“布谷”的声音，能短暂扭曲周围的小范围时间，让追逐者的动作变迟缓。,整点报时-每场战斗1次，回合结束时，若自己累计消耗的能量恰好为12，则回满能量和生命。,机械-幻,538,85,84,86,72,116,95,2,36,时间段18点~次日6点,0.34-0.68,4.07-7.6,天空组-机械组,雄性 50% / 雌性 50%,不咕钟进化链,否,否,否
414,加灵,四叶草精灵,圆滚滚的身体可以吃掉很多可可果也藏着很多神秘的魔法，据说它能实现人心底的愿望，但它自己却不太清楚。喜欢跟在洛克周围转悠，湿漉漉的大眼睛似乎盯着洛克书包里的可可果，又似乎是别的什么东西。,有求必应-使用「选择」技能后，会额外使用1次另一种「选择」效果。使用任意技能后，该技能冷却1回合。,普通-萌,308,39,22,57,50,74,66,1,0,,0.48-0.69,5.8-6.4,,雄性 50% / 雌性 50%,加灵进化链,否,否,否
415,加益,许愿精灵,似乎能分辨愿望的颜色，开心的愿望是香香的粉黄色，难过的愿望是苦苦的紫黑色。它总是涂一些谁都看不懂的线条，不止在纸上涂。曾因为四处涂鸦被保洁阿姨警告过，后诚恳道歉，并在阿姨门前摆放整整十个可可果表达歉意。,有求必应-使用「选择」技能后，会额外使用1次另一种「选择」效果。使用任意技能后，该技能冷却1回合。,普通-萌,410,52,29,75,67,99,88,2,28,累计突破1次,0.57-0.82,8.6-10.2,,雄性 50% / 雌性 50%,加灵进化链,否,否,否
416,加尔,许愿精灵,传说能够实现愿望，其实是每天只会吃东西打瞌睡的小小精灵。偶尔转转悠悠，如果没人看着可能会走去很远的地方，凭借着直觉和本能生活了很久很久。什么是直觉的来源呢？是许愿的声音吗？,有求必应-使用「选择」技能后，会额外使用1次另一种「选择」效果。使用任意技能后，该技能冷却1回合。,普通-萌,551,103,36,94,84,124,110,3,40,累计突破2次 + [萌]血脉,0.71-1.01,19.2-21.5,,雄性 50% / 雌性 50%,加灵进化链,否,否,否
417,黑化加尔,守护精灵,没有人知道它是从哪里出现的，它和加尔共用一具身体。眼珠滴溜溜地转，它聪明又凌厉，曾经严肃指出不是所有可可果它都喜欢，它明确表示不喜欢软的可可果，脆脆的口感才是最好的。,一意孤行-使用「选择」技能后，会额外使用1次相同的「选择」效果。使用任意技能后，该技能冷却1回合。,普通-幽,551,84,35,104,94,124,110,3,40,累计突破2次 + [幽]血脉,0.71-1.01,19.2-21.5,,雄性 50% / 雌性 50%,加灵进化链,是,否,否
418,咬咬小子,仪仗队精灵,古老的童话故事里面写道：如果战胜了一千只鼠精灵，就可以得到咬咬小子家族的认可。咬咬小子们似乎没听过这个故事，它们经常在路口站岗、巡逻，鼠精灵也在他们的保护范围内。,守护之心-双方场上每有1种不同的增益，自己获得物防+20%。,机械,437,102,102,17,48,92,76,1,0,,0.87-1.23,18.7-27.3,,雄性 50% / 雌性 50%,咬咬小子进化链,否,否,是
419,胡桃王子,守护者精灵,胡桃王子喜欢巡逻，巡逻途中偶尔会顺手把迷路的小精灵护送回家，也会挡在受惊的洛克面前。即使没有任何契约关系，胡桃王子们自发地守护着整条街道。,守护之心-双方场上每有1种不同的增益，自己获得物防+20%。,机械,546,128,127,21,60,115,95,2,36,生涯击败[咬咬小子]6只,1.42-1.71,41.5-65.0,,雄性 50% / 雌性 50%,咬咬小子进化链,否,否,是
420,足尖元件,八音盒精灵,古老的童话故事里面写道：有一种被施了魔法的鸟精灵，每个夜晚都必须在月光下起舞，不然家族会遭遇不幸。足尖元件们似乎在轮班排练，动作还稍显稚嫩笨拙，随着旋转发出叮咚叮咚的曲调。,和弦共振-双方场上每有1种不同的印记，自己获得魔攻+50%。,幻-机械,477,91,40,88,62,96,100,1,0,,0.26-0.39,3.1-5.13,,雄性 50% / 雌性 50%,足尖元件进化链,否,否,是
421,离心舞者,芭蕾舞精灵,在月光好的夜晚，成群的离心舞者聚在湖边旋转，远远看去像一场盛大的舞会——目击洛克说，离心舞者的舞蹈能跳出旋律，旋律像一场美梦，梦里讲述着，湖水、月光和一只银白色的鸟。,和弦共振-双方场上每有1种不同的印记，自己获得魔攻+50%。,幻-机械,596,114,50,110,77,120,125,2,36,生涯击败[足尖元件]6只,1.67-2.01,36.7-59.3,,雄性 50% / 雌性 50%,足尖元件进化链,否,否,是
422,蝴蝶陶陶,猫精灵,它们坚信自己是夜晚的国王，项圈是它的王冠。每天日落后就出门巡视领地，把沿途看到的硬币、纽扣、碎玻璃一切闪亮的东西都带回窝里，当作臣民的贡品。,猫精灵的礼物-己方精灵每完整使用1次「选择」技能（「明」和「暗」各1次），自己入场时获得物攻+40%。,萌,309,57,47,8,65,57,75,1,0,,0.58-0.79,4.0-6.13,动物组-拟人组,雄性 50% / 雌性 50%,蝴蝶陶陶进化链,否,否,是
423,铆钉毛毛,猫精灵,自封的国王现在有了配得上野心的武器：锋利的毒爪。它们夜间行动变得更加隐秘和高效，能在对方毫无察觉时把东西拿走，等对方发现时只剩爪印和一点残留的麻痹感。,猫精灵的礼物-己方精灵每完整使用1次「选择」技能（「明」和「暗」各1次），自己入场时获得物攻+40%。,萌-毒,412,76,62,11,87,76,100,2,32,,0.81-1.08,27.5-40.0,动物组-拟人组,雄性 50% / 雌性 50%,蝴蝶陶陶进化链,否,否,是
424,徘徊爪爪,慷慨精灵,某些地区真正的统治者，修长的身影在夜色中几乎无声，它不再需要去偷任何东西，崇拜者主动献上闪亮的礼物。爪爪大人如果遇见认可的洛克，也愿意慷慨地给点赏赐。,猫精灵的礼物-己方精灵每完整使用1次「选择」技能（「明」和「暗」各1次），自己入场时获得物攻+40%。,萌-毒,516,95,78,14,109,95,125,3,50,,1.55-1.71,40.5-67.3,动物组-拟人组,雄性 50% / 雌性 50%,蝴蝶陶陶进化链,否,否,是
425,苞米仔,玉米精灵,体内积蓄着高压的热能，需要经历一次足够猛烈的高温才能进化。田野里偶尔传来的“砰”一声闷响，多半是哪只不走运的精灵踩到了它。村民们在收割季都互相提醒多看脚下，别踩鼓起来的苞米仔。,爆裂玉米-草系技能使敌方获得4层灼烧，火系技能使敌方获得1层寄生。,草-火,487,92,79,80,88,88,60,1,0,,0.51-0.73,8.9-13.0,植物组-拟人组,雄性 50% / 雌性 50%,苞米仔进化链,否,否,是
426,炮米花,爆米花精灵,田野里最吵的精灵，噼里啪啦的爆裂声是它们的开场白，能自行生成高温玉米粒，枪口永远冒着热气。它的信条是：先开枪，再打招呼。打完招呼，再开一枪。,爆裂玉米-草系技能使敌方获得4层灼烧，火系技能使敌方获得1层寄生。,草-火,609,115,99,100,110,110,75,2,32,,1.37-1.59,48.0-71.0,植物组-拟人组,雄性 50% / 雌性 50%,苞米仔进化链,否,否,是
427,十字蝌蚪,蝌蚪精灵,传说它们出生在连光都沉不到的深渊底部，身上有一道还不太清晰的十字纹路，体型很小，这里的水压大到同类精灵根本待不住，但它不觉得苦，每天都在拼命往上游一点点。,王子的诺言-每回合各1次，获得增益时，同时获得全技能能耗-1，获得减益时，同时获得全技能能耗+1。,水,353,68,78,31,63,47,66,1,0,,0.2-0.25,0.35-0.95,两栖组-拟人组,雄性 50% / 雌性 50%,十字蝌蚪进化链,否,否,是
428,十字蛙,青蛙精灵,从深渊底层一层一层地闯上来，会向一切挡路的精灵宣战，不管对方多大。额头的十字纹变得清晰有力，像一枚代表荣耀的徽章刻在身上。,王子的诺言-每回合各1次，获得增益时，同时获得全技能能耗-1，获得减益时，同时获得全技能能耗+1。,水,472,91,104,41,85,63,88,2,24,小雨/大雨天气下,0.38-0.45,1.8-3.13,两栖组-拟人组,雄性 50% / 雌性 50%,十字蝌蚪进化链,否,否,是
429,深渊蛙,王储精灵,它们终于站在阳光下了。身上的十字纹被光照得发亮，那是从深渊底部一直带上来的印记。不再需要向谁证明什么，也不需要任何帮助，它们骨子里的斗志永远不会消失。,王子的诺言-每回合各1次，获得增益时，同时获得全技能能耗-1，获得减益时，同时获得全技能能耗+1。,水-武,588,113,130,51,106,78,110,3,42,,0.87-1.15,6.0-9.05,两栖组-拟人组,雄性 50% / 雌性 50%,十字蝌蚪进化链,否,否,是
430,卡波,纺锤精灵,能够生产出纺线的精灵，纺线主要由卡波体内的蛋白质和唾液构成。卡波的唾液中带有某种未知诅咒，即使是同类触碰到的话也会中毒陷入昏睡。,诅咒-每受到1次技能攻击（不含连击），敌方获得1层暗涌印记。,恶,368,82,86,27,52,41,80,1,0,,0.47-0.67,2.6-3.77,妖精组,雄性 50% / 雌性 50%,卡波进化链,否,否,是
431,卡拉波斯,纺锤精灵,据传说卡拉波斯曾经是一个仙子，因为误会诅咒过一位公主，被诅咒反噬后变为纺锤的模样。一次最多能够拉出7000米纺线。当体内的蛋白质耗尽的时候，它们就不会再进行任何活动陷入长久的昏睡中。,诅咒-每受到1次技能攻击（不含连击），敌方获得1层暗涌印记。,恶,460,103,107,34,65,51,100,2,40,,0.83-1.19,4.9-5.7,妖精组,雄性 50% / 雌性 50%,卡波进化链,否,否,是
432,守夜烛,蜡烛精灵,据说它曾经是城堡里一位小骑士，或者至少它自己是这么认为的。不知道是谁的魔法让它变成了一截蜡烛的模样，但它好像并不太在意，依然坚守骑士的职责，在城堡巡逻，用两只小手护住火焰。,光度换算-携带的火系技能获得选择：使用后失去15%生命，光系技能威力永久+30。,火-光,524,97,76,83,86,98,84,1,0,,0.3-0.49,12.07-18.3,妖精组,雄性 50% / 雌性 50%,守夜烛进化链,否,否,是
433,流明坎德拉,蜡烛精灵,蜡泪在身上层层叠叠凝固成了铠甲的形状，火焰也不再随时会灭，而是稳定明亮的光柱，足以照亮整条长廊。作为蜡烛精灵，它们能在最黑的夜里给出最亮的光，这让它们非常满足。,光度换算-携带的火系技能获得选择：使用后失去15%生命，光系技能威力永久+30。,火-光,657,121,96,104,108,123,105,2,36,时间段18点~次日6点,1.19-1.51,58.6-74.9,妖精组,雄性 50% / 雌性 50%,守夜烛进化链,否,否,是
434,蜜果骸,苹果精灵,“洛克洛克，告诉我， 谁是林中最甜的果？” “是你，是你，比蜜更甜，比血更红， 比玛丽女王手心的那颗还要圆”。 “那为什么没洛克来摘我？” “别急，别急，会有风来摘。”,长久保存制法-自己的聚能获得选择：偷取敌方3能量。,幽-草,463,92,34,96,68,85,88,1,0,,0.35-0.44,0.21-0.89,妖精组-植物组,雄性 50% / 雌性 50%,蜜果骸进化链,否,否,是
435,半朽蜜果灵,苹果精灵,“洛克洛克，告诉我， 我还甜吗？” “比从前更甜，比糖更黏。” “那我还圆吗？” “比从前更圆，比月更满。” “洛克洛克，告诉我， 腐朽的果还有人摘吗？”,长久保存制法-自己的聚能获得选择：偷取敌方3能量。,幽-草,578,115,43,120,84,106,110,2,36,任选可可果树/无花果树/魔力果树中的一种累计交互3次,0.56-0.78,1.06-2.09,妖精组-植物组,雄性 50% / 雌性 50%,蜜果骸进化链,否,否,是
436,稻草人,稻草精灵,原本只是农场里普通的稻草人，因为被洛克们日复一日地打招呼、聊天、玩猜拳，某天清晨它动了动指头，发现自己可以从木架上走下来。最喜欢猜拳，因为这是它学会的第一件事。,守望者-自己防御应对成功时，敌方获得萌化。,萌-武,457,93,70,70,90,90,44,1,0,,0.74-1.05,18.1-39.6,妖精组,雄性 50% / 雌性 50%,稻草人进化链,否,否,是
437,稻草守护者,稻草精灵,在被洛克们陪伴了足够久之后，“想要保护这里”的心情终于强大到改变了它的身体。稻草变得紧实如肌肉，布裹的拳头沉重有力，现在没有任何飞禽敢靠近它守护的农场，但对洛克们，它永远温柔。据说猜拳会故意输给洛克。,守望者-自己防御应对成功时，敌方获得萌化。,萌-武,571,116,88,88,112,112,55,2,40,累计击败3只翼系精灵,1.47-1.81,63.9-85.0,妖精组,雄性 50% / 雌性 50%,稻草人进化链,否,否,是
438,栗鼠,烤栗精灵,身体会散发烤栗子一样的香甜气味，同行的另一名研究员舔过之后中毒几日没有好转。有洛克曾研究过不同天气和环境里其粘液的味道变化，立志写出《栗鼠粘液美味大全》。,扎手-每受到1次技能攻击（不含连击），敌方获得1层棘刺印记。,毒-普通,446,91,61,63,62,89,80,1,0,,0.38-0.51,5.75-7.6,动物组,雄性 50% / 雌性 50%,栗鼠进化链,否,否,是
439,壳栗丝鼠,栗鼠精灵,会嗅来嗅去寻找花蜜，吃的花蜜越多，鼻子分泌的粘液越香甜，并且带着花香的味道。会用鼻子把身上的毒刺都涂满香甜粘液。毛毛舔过它们却不会中毒，真奇怪。,扎手-每受到1次技能攻击（不含连击），敌方获得1层棘刺印记。,毒-普通,558,114,77,79,77,111,100,2,32,,0.67-0.71,19.01-28.3,动物组,雄性 50% / 雌性 50%,栗鼠进化链,否,否,是
440,睡铃雪影娃娃,困困精灵,天气暖和的时候，不由自主地犯困，常常在睡铃丛生的区域睡觉，柔软的绒毛吸附了睡铃的香气。入夜后香气越发浓郁，常常看到它身边也围着一圈睡得很沉的精灵。,安眠-王国入夜后，进入战斗时获得全技能能耗+2，回合结束时自己回复5%生命和1能量。,冰-草,563,116,42,104,85,116,100,1,0,,0.71-0.89,41.0-55.0,,雌性 100%,睡铃雪影娃娃进化链,否,否,否
441,宝藏小狐,藏狐精灵,宝藏小狐是一种从容的精灵，即使被其他精灵咬到，也可以保持冷静。它大大的眼睛中，蕴含着深邃的平静。,博物-在场时，识破精灵的变化效果，解除其伪装。,普通,443,77,81,33,99,73,80,1,0,,0.43-0.69,3.39-4.75,动物组,雄性 50% / 雌性 50%,宝藏小狐进化链,否,否,否
